Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,python_yn,R_yn,spark,aws,excel
Junior Data Scientist,Employer Provided Salary:$55K - $60K,"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.


Show More
Report",3.9,"Augray
3.9","Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,1,55,60,57.5,"Augray
", WI,1,1,0,0,0,0
Data Scientist I,Employer Provided Salary:$80K - $125K,"Job Title: Data Scientist I

Department: Data
About the Role:
We are currently seeking a highly motivated Data Scientist I. This role will report to Senior Data Scientist and enable us to continue to scale in the healthcare industry. The successful candidate will have a strong background in statistical analysis, machine learning, and data visualization, as well as the ability to work with large and complex data sets. The Data Scientist I will be responsible for using data and analytics to drive strategic decision making and support business objectives within the healthcare industry.
Show More
Report",4.6,"ApolloMed
4.6",Remote,Remote,501 to 1000 Employees,1994,Company - Public,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),-1,0,1,80,125,102.5,"ApolloMed
",Remote,1,0,0,0,0,0
Data Scientist II,Employer Provided Salary:$92K - $138K,"Career Area:
Information Analytics
Job Description:
At Caterpillar, we work to help our customers build a better world. Without our team of talented, bright, and driven individuals, we wouldn’t be the Caterpillar we are today. Now, this is your chance to join our team and do work that matters. We want you to help us enable customer success, make progress possible around the world and help our communities grow and thrive.
Global Rental, Service & Marketing (GRSM) is a part of the Services, Distribution & Digital (SD&D) segment. GRSM is comprised of Global Rental & Used Equipment Services, Global Service and Global Marketing & Brand. A primary role of GRSM is to support and enhance Caterpillar’s dealer network, which is a competitive strength and the critical way in which we serve our customers.


Show More
Report",4.0,"Caterpillar
4.0",Illinois,Illinois,10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),-1,0,1,92,138,115.0,"Caterpillar
",Illinois,1,0,0,0,0,0
Data Scientist,$86K - $121K (Glassdoor est.),"Overview
Trissential is a trusted partner for end-to-end quality services and management consulting. As a part of our parent company Expleo, we have a footprint in 30+ countries. Our Mission is to have a positive impact on every person who interacts with Trissential. Clients love us because we are service focused. Employees love us because they are valued and cared for.
Come join an experience. Add your talent to a team of forward-thinking game changers that make an impact by driving innovative solutions.
Trissential is currently seeking a Data Scientist to join our dynamic team Remotely.
Responsibilities
Show More
Report",4.0,"Trissential
4.0","Minneapolis, MN","Minneapolis, MN",201 to 500 Employees,2003,Subsidiary or Business Segment,Business Consulting,Management & Consulting,$25 to $100 million (USD),-1,0,0,86,121,103.5,"Trissential
", MN,1,0,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$112K - $179K,"Responsibilities:
Peraton is hiring an Enterprise Data Modeling Team Data Scientist to join our Cyber Mission business unit in Fort Meade, Maryland. As a Data Scientist on our team, you will support one of the largest enterprise-wide engineering contracts within the Intelligence Community. This is a full-time position requiring 1880 hours of support per year; and work is performed at a customer location. As an Enterprise Data Modeling Team Data Scientist on our team, you will focus on extracting knowledge and insights from both structured and unstructured data in various forms. The candidate will generate reports that summarize analysis of data representations to provide data-driven insights to customers. The qualified candidate will partner with subject matter experts to translate manual data analysis into automated analytics. #LI-AH1 #PeratonIntelCareers
Qualifications:
Individual Capabilities/Experience Required:


Peraton Overview:
Target Salary Range: $112,000 - $179,000. This represents the typical salary range for this position based on experience and other factors. EEO Tagline (Text Only): An Equal Opportunity Employer including Disability/Veteran.
Show More
Report",3.6,"Peraton
3.6","Columbia, MD","Columbia, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),-1,0,1,112,179,145.5,"Peraton
", MD,1,0,0,0,0,0
Data Scientist,$83K - $121K (Glassdoor est.),"Looking for a Data Scientist
What you will be doing as a Data Scientist
· Responsible for gathering and assessing business information needs and preparing system requirements
· Performs analyses, development, and evaluation of data mining in a data warehouse environment which includes data design, database architecture, Meta data and repository creation.
· Uses data mining and data analysis tools. Reviews and validates data loaded into the data warehouse for accuracy


Show More
Report",4.4,"GTA (Global Technology Associates)
4.4","Reston, VA","Reston, VA",Unknown,Company - Private,Unknown / Non-Applicable,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),-1,0,0,83,121,102.0,"GTA (Global Technology Associates)
", VA,1,0,0,0,0,0
Data Scientist,$83K - $121K (Glassdoor est.),"We’re investing in our talent!

Ready to be a part of our growth? We are looking for talented people to join our team!

We are currently looking for a Data Scientist who will support our product, sales, leadership, and marketing teams with insights gained from analyzing company data.

What you'll do:
Develop and apply quantitative and qualitative analytic methods to identify, collect, process, and analyze large data sets for specified purposes.



Show More
Report",3.1,"ServiceMaster
3.1",Remote,Remote,1001 to 5000 Employees,1929,Company - Private,Building & Personnel Services,Management & Consulting,$1 to $5 billion (USD),-1,0,0,83,121,102.0,"ServiceMaster
",Remote,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$130K,"Aetna Resources LLC, a CVS Health company, is hiring for the following role in New York, NY: Data Scientist to develop and implement analytics applications and models to transform data into meaningful information. Duties include: design and develop data solutions using industry leading tools, technologies and best practices to profile data and develop efficient ingestion by sourcing data from PBM, Specialty, Retail, and/or HealthCare business; develop advanced algorithms and statistical predictive models to evaluate scenarios, predict outcomes, and provide usable information on health metrics and potential future outcomes; utilize data mining, data modeling, natural language processing, and machine learning to extract and manipulate data from multiple large data sources and deliver predictive models that inform solutions for in-house teams (i.e. pharmacy pricing, medical costs, risk scores, onboarding) and customer engagement across critical journeys (i.e. calories, heart rate, breast cancer, maternity); utilize data-oriented programming languages and visualization software to explore, analyze, and interpret large volumes of data in various forms and solve complex business problems; visualize and interpret data and create reports, manipulate data using statistical software, and compare models using statistical performance metrics; and support deployment of insights across multiple channels using analysis methods, machine learning, and statistical analyses. Telecommuting available. Multiple openings.


The typical pay range for this role is:
Minimum: 130429
Maximum: 130429

Please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls. The actual salary offer will take into account a wide range of factors, including location.


Master’s degree (or foreign equivalent) in Computer Science, Data Science, Statistics, Mathematics, Analytics, or a related field and two (2) years of experience in the job offered or related occupation. Requires two (2) years of experience in each of the following: Analyzing large data sets from multiple data sources; Machine learning, statistical analysis, and predictive modeling; Programming in R, Hadoop, Python, or SQL; and Visualization tools, including PowerBI or Tableau.


See Required Qualifications.


See Required Qualifications.


Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.
Show More
Report",3.1,"CVS Health
3.1","New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,1,130,130,130.0,"CVS Health
", NY,1,1,0,0,0,0
Data Scientist,Employer Provided Salary:$83K - $104K,"General information
All posting locations: Remote, Illinois, United States of America
Job Function: 16 - Digital
Date Published: 24-Feb-2023
Ref #: R-67069
Base Salary Range: $83,400.00 - $104,200.00
Target Total Cash Range: $104,250.00 - $130,250.00
Target total cash represents this role's annualized cash earning potential at target (base salary + target bonus). Target total cash is contingent on targeted company performance achievement and individual attainment of performance goals. Therefore, target total cash is not guaranteed earnings.
Show More
Report",3.4,"Kraft Heinz Company
3.4",Illinois,Illinois,10000+ Employees,2015,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,0,1,83,104,93.5,"Kraft Heinz Company
",Illinois,1,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$80K - $110K,"The Role
We are seeking a motivated and analytical individual to join our team as an Associate Data Scientist. In this role, you will help Polco leverage data to drive impact and provide direction and insight internally and externally while also helping to manage our clients’ custom research needs. You will be responsible for data exploration, collection, and cleaning as well as analysis across a wide range of projects; some directly helping customers, others helping partners, and some helping to support business decisions and improve performance. As an Associate Data Scientist, you will work with a team of experienced professionals in a collaborative environment to analyze datasets and apply advanced statistical methods to solve complex problems.
Key Responsibilities
Show More
Report",4.8,"Polco
4.8",Wisconsin,Wisconsin,51 to 200 Employees,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,$10+ billion (USD),-1,0,1,80,110,95.0,"Polco
",Wisconsin,1,0,0,0,0,0
Data Scientist,$98K - $150K (Glassdoor est.),"The Position
Purpose:
PTE is a new organization within Roche that will catalyze the development of Roche’s manufacturing digital strategy to work towards a factory of the future. We will build a strong cross-functional and inclusive community, put the power of data into the hands of our people, further develop the Lean and Digital skills across PT, and scale up our Digital and Advanced Analytics solutions, for the benefit of our colleagues and patients.
We aim to activate data citizenship and digital mindset, revolutionize our FAIR data ecosystem and systems landscape, re-design excellent processes, and generate transformative insights. We collaborate closely with global functions to deliver impactful value to our patients.
Show More
Report",4.3,"Genentech
4.3","Vacaville, CA","Vacaville, CA",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,98,150,124.0,"Genentech
", CA,1,0,0,0,0,1
Data Scientist,Employer Provided Salary:$117K - $217K,"When you join Verizon
Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect across the globe. We're a diverse network of people driven by our shared ambition to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward - and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
Financial Planning & Analytics As Service (FPAS) is at the heart of Verizon's Digital Finance vision focusing on solving most critical challenges using Data, Advanced Analytics, AI, and Automation. You will be joining the Analytics & Insights - Data Science team within FPAS that is focused on providing wide variety of ML and optimization solutions in Credit and Marketing Investments including Loan Decisions, Promotions and Pricing by applying advanced analytics techniques

Show More
Report",3.9,"Verizon
3.9","New York, NY","New York, NY",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1,0,1,117,217,167.0,"Verizon
", NY,1,0,0,0,0,0
Data Scientist,$78K - $112K (Glassdoor est.),"The Data Scientist responsibility is to develop, enhance, and implement predictive models and data methodologies for syndicated and custom targeting solutions. The Data Scientist is the Subject Matter Expert and will collaborate with a team of other skilled and experienced Data Scientists, Data Engineers, and Analysts to create quality data products and deliver useful insights for Claritas clients.

Primary Responsibilities
Develop and implement predictive models and machine learning algorithms to support ongoing data products
Support new product ideas by translating them into well-posed data science problems and solving them

Show More
Report",4.1,"Claritas Llc
4.1","Cincinnati, OH","Cincinnati, OH",201 to 500 Employees,1971,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),-1,0,0,78,112,95.0,"Claritas Llc
", OH,1,0,0,0,0,0
"Data Scientist II, Associate",$78K - $109K (Glassdoor est.),"AbbVie’s Operations Business Insights (OBI) group is continuously innovating to transform AbbVie operations organization to enable the use of data and analytics to drive world-class innovation, performance, and agility across many functional areas.
We are looking for an Associate Data Scientist with entry-level experience in Software Engineering and Data Engineering who aspire to further advance in Data Science skills.
The Associate Data Scientist will assist in bringing machine learning solutions to life by translating business requirements into deployable applications, using complex SQL queries for data query and writing efficient R/Python codes.

Responsibilities:





Show More
Report",3.9,"ABBVIE
3.9","Crystal Lake, IL","Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,78,109,93.5,"ABBVIE
", IL,1,1,0,0,0,0
Junior Data Scientist,$75K - $109K (Glassdoor est.),"Junior Data Scientist
Working Hours : Full Time(W2)
Experience : 1+Years
Locations : Livonia , Michigan

Soothsayer is seeking Data Scientist who has an interest in solving challenging ML/ AI problems. The Data Science team works on a variety of exciting analytics (ML, AI) projects.
Responsibilities
Show More
Report",2.7,"Soothsayer Analytics
2.7","Livonia, MI","Livonia, MI",Unknown,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,$10+ billion (USD),-1,0,0,75,109,92.0,"Soothsayer Analytics
", MI,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$141K - $169K,"Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 100 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.
We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.







Show More
Report",3.2,"Wish
3.2","San Francisco, CA","San Francisco, CA",501 to 1000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD),-1,0,1,141,169,155.0,"Wish
", CA,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$120K - $140K,"Position Summary:
The position pays between $120,000 and $140,000 annual salary.

The Data Scientist applies data mining techniques, conducts statistical analysis, and builds high quality prediction systems integrated with our products and the customer data platform to increase consumer and advertising revenue. This position uses large data sets to find opportunities for product, marketing, UX and process optimization and builds models to enable advanced hypotheses testing of different courses of action to improve and increase business performance.

Required Education, Experience and Skills:
Bachelor’s degree in statistics, mathematics, computer science or another quantitative field required; master’s degree preferred

The duties listed are intended as examples only and may not represent a complete list. Duties and Responsibilities, work schedules and/or location may change based on evolving business needs.

Working Conditions and Physical Requirements
General Office Environment. Extensive computer use required.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled
Show More
Report",3.8,"Advance Local
3.8",Remote,Remote,1001 to 5000 Employees,Company - Private,Publishing,Media & Communication,Unknown / Non-Applicable,$1 to $5 billion (USD),-1,0,1,120,140,130.0,"Advance Local
",Remote,1,0,0,0,0,0
Data Scientist- Remote,Employer Provided Salary:$132K - $198K,"Clearance Level None Category Data Science Location Remote, Based in the USA
Requisition Type: Regular
Your Impact
Own your opportunity to work with the largest government agency in the nation. Make an impact by advancing the Department of Defense’s mission to keep our country safe and secure.
Job Description
Data Scientist Advisor

Deliver insights to help our clients turn data into action as a Data Scientist Advisor at GDIT. Your work will provide transformative solutions to our clients’ big-data obstacles and help advance the mission. Here, you can make a meaningful impact on our clients’ mission and on your career.

At GDIT, people are our differentiator. As a Data Scientist Advisor you will help ensure today is safe and tomorrow is smarter. Our work depends on Data Scientist Advisor joining our team to

HOW A DATA SCIENTIST ADVISOR WILL MAKE AN IMPACT



GDIT IS YOUR PLACE:
Show More
Report",3.9,"General Dynamics Information Technology
3.9",Indiana,Indiana,10000+ Employees,1996,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$10+ billion (USD),-1,0,1,132,198,165.0,"General Dynamics Information Technology
",Indiana,1,0,0,0,0,0
Data Scientist,$78K - $121K (Glassdoor est.),"Skills relating to Mathematics/Statistics .
Graduate/Engineer/Post-Graduate with a huge interest in handling numbers.
Ability to understand all domains in businesses across various sectors.
A natural passion for numbers, business, coding, Analytics, and Artificial Intelligence, Machine Learning, visualization.
Good verbal and written communication skills.
Analyze large and complex data sets from multiple sources.
Develop and evaluate data analytics models, algorithms and solutions.
Implement algorithms to mine targeted data and the ability to convert data into a business story.
Show More
Report",4.9,"Wise Equation Solutions
4.9","Austin, TX","Austin, TX",51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1,0,0,78,121,99.5,"Wise Equation Solutions
", TX,1,0,0,0,0,0
Data Scientist,$78K - $121K (Glassdoor est.),"Data Scientist Research & Outcomes
Ivy Rehab Network is looking to hire a Research & Outcomes Data Scientist preferably in the New Jersey/ New York territory with the ability to work remotely.
We have an exciting opportunity to join our team as a Research & Outcomes Data Scientist! In this role, the successful teammate will be responsibly integrating, analyzing, and visualizing extensive datasets to support the growth and development of Ivy Rehab’s Outcomes program and strategic approach to the utilization of healthcare data. This individual should also have a strong analytic and statistical background and be able to extract information from the database and create usable and actionable outputs. The ideal person will have a broad knowledge health care data and data products, as well as an ability to apply that knowledge to data solutions. This role will be a part of a fast-paced, results-driven environment that fosters employee growth and career development.
Show More
Report",3.6,"Ivy Rehab Physical Therapy
3.6",Remote,Remote,1001 to 5000 Employees,2003,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),-1,0,0,78,121,99.5,"Ivy Rehab Physical Therapy
",Remote,1,0,0,0,0,0
Data Scientist,$95K - $140K (Glassdoor est.),"Progyny is looking for a Data Scientist to join the Business Strategy and Analytics team in New York City. Our team is at the forefront of key initiatives and strategic development of the nation’s leading fertility benefits management company. In this role, you will lead these efforts through finding insights into potential revenue growth, process enhancements, and benefit enhancements through analyses, cross-functional collaboration, and presentations to various internal stakeholders, including executive leadership. This is a unique opportunity to own multiple functions within Progyny to support the company’s strategic development and growth.
What you'll do...
Develop complex algorithms, statistical models, determine analytical approaches and modeling techniques to evaluate historical trends and predictive models
Lead identifying market trends and member needs to build a short, medium, and long-term growth strategy





Show More
Report",4.4,"Progyny
4.4","New York, NY","New York, NY",51 to 200 Employees,2015,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,0,95,140,117.5,"Progyny
", NY,1,0,0,0,0,0
Data Scientist,$72K - $116K (Glassdoor est.),"WHAT YOU'LL DO IN THIS ROLE
The core data science team at DICK'S Sporting Goods is seeking a Data Scientist to support product teams within the technology organization. Currently the team has a variety of work ranging from natural language processing to supply chain optimization, and is looking to continue to expand its footprint.
Machine Learning Applications & Analyses
Apply machine learning and data mining techniques to extract actionable insights from large-scale, high-dimensional data.
Build and put into deployment algorithmic solutions that focus on improving the customer’s experience and driving value both in-store and on our website.

Show More
Report",3.8,"DICK'S Sporting Goods
3.8","Melville, NY","Melville, NY",10000+ Employees,1948,Company - Public,Sporting Goods Stores,Retail & Wholesale,$5 to $10 billion (USD),-1,0,0,72,116,94.0,"DICK'S Sporting Goods
", NY,1,0,0,0,0,0
Senior Data Scientist I,Employer Provided Salary:$111K - $173K,"The Data Science team builds production machine learning models and fraud mitigation tools that are the core of Signifyd's product.
We help businesses of all sizes minimize their fraud exposure and grow their sales. We also improve the e-commerce shopping experience for individuals by reducing the number of folks' orders that are incorrectly declined and by making account hijacking less profitable for criminals.
The team has end-to-end ownership of our decisioning engine, from research and development to online performance and risk management.
We value collaboration and team ownership - no one should feel they're solving a hard problem alone.


Show More
Report",4.8,"Signifyd
4.8","San Francisco, CA","San Francisco, CA",201 to 500 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),-1,0,1,111,173,142.0,"Signifyd
", CA,1,0,0,0,0,0
Data Engineer,Employer Provided Salary:$111K - $173K,"About TalkingPoints
TalkingPoints is an award-winning education technology non-profit organization with the mission to unlock the potential of low-income, underserved families to support their children’s learning by partnering with their children’s schools. We are building a one-of-a-kind product in the market, a multilingual family engagement platform that connects families and teachers using human and artificial intelligence powered, two-way translated messages and personalized supports — eliminating language, time limitations, and know-how as barriers to school/family connection.

Millions of teachers and families are using TalkingPoints in their classrooms, schools and districts across the United States. TalkingPoints works with key school district partners such as Oakland Unified, Seattle Public Schools, Boston Public Schools, Buffalo Public School, Wake County and NYC DOE. We have won awards from NYU, MIT, Google, Forbes and are backed by Google, Eric Schmidt, AT&T, Cisco, and Stanford University to name a few.










Show More
Report",3.5,"TalkingPoints
3.5",Remote,Remote,1 to 50 Employees,Nonprofit Organization,Unknown / Non-Applicable,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),-1,0,1,111,173,142.0,"TalkingPoints
",Remote,1,0,0,0,0,0
Data Scientist,$78K - $112K (Glassdoor est.),"Data Scientist
Company
American Modern Insurance Group
Location
Cincinnati , United States
Purpose:
Uses data and statistical analysis to drive business decisions and target improved results across various functional areas.





Show More
Report",4.2,"American Modern Insurance Group
4.2","Cincinnati, OH","Cincinnati, OH",Unknown,1994,Company - Private,Insurance Carriers,Insurance,$25 to $100 million (USD),-1,0,0,78,112,95.0,"American Modern Insurance Group
", OH,1,0,0,0,0,0
Data Scientist I - Hybrid,Employer Provided Salary:$78K - $124K,"See yourself at Radian? We see you here too.
At Radian, we see you. For the person you are and the potential you hold. That’s why we’ve embraced a new way of working that lets our people across the country be themselves, be their best and be their boldest. Because when each of us is truly seen, each of us gives our best – and at Radian, we’ll give you our best right back.
See Yourself as a Data Scientist I, MIRS
The Data Scientist I, MIRS primary functions will be data modeling and analysis, analytical framework development and the estimation and validation of credit models. This role requires the use of financial, statistical and econometric methods within a structural modeling framework while leveraging cloud computing solutions.


Show More
Report",4.2,"Radian
4.2","New York, NY","New York, NY",1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD),-1,0,1,78,124,101.0,"Radian
", NY,1,0,0,0,0,0
Junior Data Science Analyst - JDS22-0443044000,$56K - $86K (Glassdoor est.),"Position: Junior Data Science Analyst
Location: Virginia Beach, VA
Job details:
The Data Science Systems Analyst I (Junior) will be a part of the Health and Human Services IT Solutions Team, assigned to the team vertical responsible for solutions as it relates to business systems, applications portfolio management, and data/analytics.
The HHS Solutions Team is based in Town Center in the IT Columbus Building.
This position is ideal for candidates that have obtained a bachelor's degree IT/Computer Science/Engineering with an interest in pursuing a career in Data Science with a focus on healthcare, social services and criminal justice diversion programs.
Show More
Report",5.0,"Evergreen Technologies, LLC.
5.0","Poquoson, VA","Poquoson, VA",201 to 500 Employees,Company - Public,Unknown / Non-Applicable,Insurance Carriers,Insurance,$1 to $5 billion (USD),-1,0,0,56,86,71.0,"Evergreen Technologies, LLC.
", VA,1,0,0,0,0,0
Data Scientist I,$101K - $145K (Glassdoor est.),"Data Scientist I
Who we are:
Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world.
UST is a mission-driven group of over 29,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entrepreneurial teams are empowered to innovate, act nimbly, and create a lasting and sustainable impact for our clients, their customers, and the communities in which we live.
With us, you’ll create a boundless impact that transforms your career—and the lives of people across the world.










Show More
Report",3.9,"UST
3.9","Santa Clara, CA","Santa Clara, CA",10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),-1,0,0,101,145,123.0,"UST
", CA,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $105K,"Job Summary
Under minimal supervision, supports gathering business requirements, identifying data sources, conducting data and statistical analyses, developing systems, and assisting with the visualization and reporting functions of the Denver Public Health (DPH) Department. Responsible for development, implementation, evaluation, data extraction and analysis programming, visualization, and reporting activities related to assigned projects and workgroups. Demonstrates technical and conceptual skills necessary to develop system solutions for Public Health projects using appropriate data systems. Provides support in database design and architecture, database management, and data modeling for the creation and integration of various Public Health data sources. Performs data integration and interoperability through the identification, acquisition, and aggregation of disparate data sets. Participates and supports project lifecycles through project management and process improvement activities. Assists Public Health clinical and administrative staff with complex systems issues related to data analysis and reporting activities. Coordinates relevant efforts with other Denver Health departments when appropriate.














Show More
Report",3.6,"Denver Health
3.6","Denver, CO","Denver, CO",5001 to 10000 Employees,1860,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),-1,0,1,70,105,87.5,"Denver Health
", CO,1,0,0,0,0,0
Data Scientist,$79K - $112K (Glassdoor est.),"Date: Apr 13, 2023
Location: Tewksbury, MA, US, 01876
Company: Corning
Requisition Number: 60390

Corning is vital to progress – in the industries we help shape and in the world we share.
We invent life-changing technologies using materials science. Our scientific and manufacturing expertise, boundless curiosity, and commitment to purposeful invention place us at the center of the way the world interacts, works, learns, and lives.















Show More
Report",3.8,"Corning
3.8","Tewksbury, MA","Tewksbury, MA",Unknown,1851,Company - Public,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,79,112,95.5,"Corning
", MA,1,0,0,0,0,0
Applied Scientist - Ad Market Dynamic (Remote),Employer Provided Salary:$106K - $235K,"Summary
Yelp engineering culture is driven by our values: we’re a cooperative team that values individual authenticity and encourages creative solutions to problems. All new engineers deploy working code their first week, and we strive to broaden individual impact with support from managers, mentors, and teams. At the end of the day, we’re all about helping our users, growing as engineers, and having fun in a collaborative environment.
Are you passionate about applying statistical modeling, machine learning, algorithm design, and experimentation to make high-quality, high-impact solutions? Do you want to help local businesses grow and succeed? Yelp's Ads group works on challenging, multi-disciplinary problems at scale—spanning machine learning, data structures & algorithms, optimization, statistics and distributed systems—with the goal of creating a healthy, valued marketplace between customers and advertisers.




Show More
Report",3.5,"Yelp
3.5",Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,106,235,170.5,"Yelp
",Remote,1,0,0,0,0,0
Senior Data Scientist,Employer Provided Salary:$70K - $105K,"Company Description

About Digitas
Digitas is the Connected Marketing agency, built on the principle that there are better ways for brands to connect
with people. We leverage comprehensive data, technology, creative, media and strategy capabilities to deliver
Media-Fueled Creativity via connected Solutions that include Connected Campaigns, Social Marketing, Brand
Experience, CRM & Loyalty, and Marketing Transformation. A Leader in Gartner’s Magic Quadrant for Global
Marketing Agencies for six consecutive years, Digitas serves the world’s leading brands through a global network
comprised of more than 4,000 employees across over 30 countries and 50 offices. For more information visit
www.digitas.com.








Show More
Report",3.9,"Digitas
3.9","New York, NY","New York, NY",5001 to 10000 Employees,1980,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,0,1,70,105,87.5,"Digitas
", NY,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $105K,"Location: Pasadena, CA HQ or Remote within USA
Please note: This position may work on projects related to the Department of Defense. You must be authorized to work in the US without sponsorship with the ability to obtain a security clearance, which is issued by the U.S. government. U.S. citizenship is required by the DoD for security clearance.
The Role
Our fast-growing AI/ML team is looking for a highly-motivated Data Scientist with machine learning and Python experience to work on predictive maintenance (PMX) solutions using Virtualitics platforms. You will be responsible for prototyping and developing machine learning solutions for our customers. You will not only be helping sell our groundbreaking technology, but be a part of building a truly great company and culture.
Show More
Report",3.8,"Virtualitics
3.8",Remote,Remote,51 to 200 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,0,1,70,105,87.5,"Virtualitics
",Remote,1,1,0,0,0,0
